  X         Y          Z
  78.1750  15.6276    349.00
  78.1917  15.6276    337.00
  78.2083  15.6276    329.00
  78.2250  15.6276    331.00
  78.2417  15.6276    339.00
  78.2583  15.6276    363.00
  78.2750  15.6276    413.00
  78.2917  15.6276    395.00
  78.3083  15.6276    377.00
  78.3250  15.6276    341.00
  78.3417  15.6276    345.00
  78.3583  15.6276    347.00
  78.3750  15.6276    337.00
  78.3917  15.6276    333.00
  78.4083  15.6276    313.00
  78.4250  15.6276    261.00
  78.4417  15.6276    237.00
  78.4583  15.6276    237.00
  78.4750  15.6276    233.00
  78.4917  15.6276    231.00
  78.5083  15.6276    227.00
  78.5250  15.6276    225.00
  78.5417  15.6276    227.00
  78.5583  15.6276    229.00
  78.5750  15.6276    231.00
  78.5917  15.6276    235.00
  78.6083  15.6276    243.00
  78.6250  15.6276    253.00
  78.6417  15.6276    281.00
  78.6583  15.6276    315.00
  78.6750  15.6276    395.00
  78.6917  15.6276    505.00
  78.7083  15.6276    635.00
  78.7250  15.6276    753.00
  78.7417  15.6276    785.00
  78.7583  15.6276    761.00
  78.7750  15.6276    715.00
  78.7917  15.6276    647.00
  78.8083  15.6276    641.00
  78.8250  15.6276    705.00
  78.8417  15.6276    621.00
  78.8583  15.6276    629.00
  78.8750  15.6276    463.00
  78.8917  15.6276    455.00
  78.9083  15.6276    415.00
  78.9250  15.6276    327.00
  78.9417  15.6276    371.00
  78.9583  15.6276    315.00
  78.9750  15.6276    369.00
  78.9917  15.6276    687.00
  79.0083  15.6276    529.00
  79.0250  15.6276    277.00
  79.0417  15.6276    231.00
  79.0583  15.6276    303.00
  79.0750  15.6276    325.00
  79.0917  15.6276    245.00
  79.1083  15.6276    205.00
  79.1250  15.6276    195.00
  79.1417  15.6276    187.00
  79.1583  15.6276    181.00
  79.1750  15.6276    171.00
  79.1917  15.6276    165.00
  79.2083  15.6276    167.00
  79.2250  15.6276    173.00
  79.2417  15.6276    195.00
  79.2583  15.6276    195.00
  79.2750  15.6276    209.00
  79.2917  15.6276    211.00
  79.3083  15.6276    217.00
  79.3250  15.6276    197.00
  79.3417  15.6276    185.00
  79.3583  15.6276    197.00
  79.3750  15.6276    201.00
  79.3917  15.6276    215.00
  79.4083  15.6276    205.00
  79.4250  15.6276    145.00
  79.4417  15.6276    139.00
  79.4583  15.6276    179.00
  79.4750  15.6276    177.00
  79.4917  15.6276    147.00
  79.5083  15.6276    133.00
  79.5250  15.6276    121.00
  79.5417  15.6276    119.00
  79.5583  15.6276    117.00
  79.5750  15.6276    107.00
  79.5917  15.6276     99.00
  79.6083  15.6276     91.00
  79.6250  15.6276     85.00
  79.6417  15.6276     77.00
  79.6583  15.6276     71.00
  79.6750  15.6276     69.00
  79.6917  15.6276     65.00
  79.7083  15.6276     61.00
  79.7250  15.6276     69.00
  79.7417  15.6276     65.00
  79.7583  15.6276     61.00
  79.7750  15.6276     69.00
  79.7917  15.6276     87.00
  79.8083  15.6276    127.00
  79.8250  15.6276    515.00
  79.8417  15.6276    391.00
  79.8583  15.6276     99.00
  79.8750  15.6276     55.00
  79.8917  15.6276     49.00
  79.9083  15.6276     43.00
  79.9250  15.6276     37.00
  79.9417  15.6276     27.00
  79.9583  15.6276     25.00
  79.9750  15.6276     23.00
  79.9917  15.6276     21.00
  80.0083  15.6276     21.00
  78.0083  15.6116    417.00
  78.0250  15.6116    433.00
  78.0417  15.6116    415.00
  78.0583  15.6116    405.00
  78.0750  15.6116    413.00
  78.0917  15.6116    427.00
  78.1083  15.6116    427.00
  78.1250  15.6116    415.00
  78.1417  15.6116    393.00
  78.1583  15.6116    377.00
  78.1750  15.6116    355.00
  78.1917  15.6116    349.00
  78.2083  15.6116    347.00
  78.2250  15.6116    441.00
  78.2417  15.6116    431.00
  78.2583  15.6116    435.00
  78.2750  15.6116    441.00
  78.2917  15.6116    413.00
  78.3083  15.6116    407.00
  78.3250  15.6116    385.00
  78.3417  15.6116    367.00
  78.3583  15.6116    353.00
  78.3750  15.6116    345.00
  78.3917  15.6116    323.00
  78.4083  15.6116    283.00
  78.4250  15.6116    243.00
  78.4417  15.6116    233.00
  78.4583  15.6116    231.00
  78.4750  15.6116    227.00
  78.4917  15.6116    227.00
  78.5083  15.6116    225.00
  78.5250  15.6116    221.00
  78.5417  15.6116    223.00
  78.5583  15.6116    225.00
  78.5750  15.6116    229.00
  78.5917  15.6116    233.00
  78.6083  15.6116    239.00
  78.6250  15.6116    249.00
  78.6417  15.6116    277.00
  78.6583  15.6116    353.00
  78.6750  15.6116    505.00
  78.6917  15.6116    611.00
  78.7083  15.6116    725.00
  78.7250  15.6116    791.00
  78.7417  15.6116    763.00
  78.7583  15.6116    775.00
  78.7750  15.6116    753.00
  78.7917  15.6116    663.00
  78.8083  15.6116    639.00
  78.8250  15.6116    653.00
  78.8417  15.6116    639.00
  78.8583  15.6116    571.00
  78.8750  15.6116    499.00
  78.8917  15.6116    397.00
  78.9083  15.6116    391.00
  78.9250  15.6116    317.00
  78.9417  15.6116    355.00
  78.9583  15.6116    375.00
  78.9750  15.6116    497.00
  78.9917  15.6116    411.00
  79.0083  15.6116    341.00
  79.0250  15.6116    249.00
  79.0417  15.6116    215.00
  79.0583  15.6116    271.00
  79.0750  15.6116    267.00
  79.0917  15.6116    201.00
  79.1083  15.6116    205.00
  79.1250  15.6116    189.00
  79.1417  15.6116    191.00
  79.1583  15.6116    179.00
  79.1750  15.6116    175.00
  79.1917  15.6116    171.00
  79.2083  15.6116    169.00
  79.2250  15.6116    179.00
  79.2417  15.6116    193.00
  79.2583  15.6116    201.00
  79.2750  15.6116    225.00
  79.2917  15.6116    227.00
  79.3083  15.6116    219.00
  79.3250  15.6116    221.00
  79.3417  15.6116    223.00
  79.3583  15.6116    245.00
  79.3750  15.6116    245.00
  79.3917  15.6116    187.00
  79.4083  15.6116    167.00
  79.4250  15.6116    151.00
  79.4417  15.6116    143.00
  79.4583  15.6116    155.00
  79.4750  15.6116    179.00
  79.4917  15.6116    147.00
  79.5083  15.6116    135.00
  79.5250  15.6116    133.00
  79.5417  15.6116    121.00
  79.5583  15.6116    107.00
  79.5750  15.6116     99.00
  79.5917  15.6116     93.00
  79.6083  15.6116     87.00
  79.6250  15.6116     81.00
  79.6417  15.6116     77.00
  79.6583  15.6116     75.00
  79.6750  15.6116     77.00
  79.6917  15.6116     71.00
  79.7083  15.6116     61.00
  79.7250  15.6116     55.00
  79.7417  15.6116     63.00
  79.7583  15.6116     59.00
  79.7750  15.6116     57.00
  79.7917  15.6116    103.00
  79.8083  15.6116    153.00
  79.8250  15.6116    277.00
  79.8417  15.6116    139.00
  79.8583  15.6116     57.00
  79.8750  15.6116     47.00
  79.8917  15.6116     41.00
  79.9083  15.6116     35.00
  79.9250  15.6116     31.00
  79.9417  15.6116     29.00
  79.9583  15.6116     29.00
  79.9750  15.6116     23.00
  79.9917  15.6116     19.00
  80.0083  15.6116     17.00
  78.0083  15.5955    437.00
  78.0250  15.5955    485.00
  78.0417  15.5955    425.00
  78.0583  15.5955    437.00
  78.0750  15.5955    459.00
  78.0917  15.5955    467.00
  78.1083  15.5955    433.00
  78.1250  15.5955    405.00
  78.1417  15.5955    387.00
  78.1583  15.5955    393.00
  78.1750  15.5955    369.00
  78.1917  15.5955    377.00
  78.2083  15.5955    399.00
  78.2250  15.5955    443.00
  78.2417  15.5955    443.00
  78.2583  15.5955    441.00
  78.2750  15.5955    435.00
  78.2917  15.5955    403.00
  78.3083  15.5955    377.00
  78.3250  15.5955    361.00
  78.3417  15.5955    335.00
  78.3583  15.5955    311.00
  78.3750  15.5955    303.00
  78.3917  15.5955    285.00
  78.4083  15.5955    253.00
  78.4250  15.5955    231.00
  78.4417  15.5955    229.00
  78.4583  15.5955    227.00
  78.4750  15.5955    223.00
  78.4917  15.5955    223.00
  78.5083  15.5955    223.00
  78.5250  15.5955    219.00
  78.5417  15.5955    221.00
  78.5583  15.5955    223.00
  78.5750  15.5955    225.00
  78.5917  15.5955    231.00
  78.6083  15.5955    237.00
  78.6250  15.5955    249.00
  78.6417  15.5955    271.00
  78.6583  15.5955    383.00
  78.6750  15.5955    609.00
  78.6917  15.5955    683.00
  78.7083  15.5955    741.00
  78.7250  15.5955    735.00
  78.7417  15.5955    717.00
  78.7583  15.5955    715.00
  78.7750  15.5955    723.00
  78.7917  15.5955    763.00
  78.8083  15.5955    697.00
  78.8250  15.5955    607.00
  78.8417  15.5955    617.00
  78.8583  15.5955    625.00
  78.8750  15.5955    607.00
  78.8917  15.5955    499.00
  78.9083  15.5955    353.00
  78.9250  15.5955    255.00
  78.9417  15.5955    249.00
  78.9583  15.5955    253.00
  78.9750  15.5955    423.00
  78.9917  15.5955    279.00
  79.0083  15.5955    309.00
  79.0250  15.5955    213.00
  79.0417  15.5955    203.00
  79.0583  15.5955    199.00
  79.0750  15.5955    205.00
  79.0917  15.5955    209.00
  79.1083  15.5955    195.00
  79.1250  15.5955    203.00
  79.1417  15.5955    179.00
  79.1583  15.5955    177.00
  79.1750  15.5955    173.00
  79.1917  15.5955    171.00
  79.2083  15.5955    177.00
  79.2250  15.5955    179.00
  79.2417  15.5955    187.00
  79.2583  15.5955    193.00
  79.2750  15.5955    203.00
  79.2917  15.5955    229.00
  79.3083  15.5955    291.00
  79.3250  15.5955    303.00
  79.3417  15.5955    295.00
  79.3583  15.5955    271.00
  79.3750  15.5955    225.00
  79.3917  15.5955    181.00
  79.4083  15.5955    165.00
  79.4250  15.5955    153.00
  79.4417  15.5955    149.00
  79.4583  15.5955    181.00
  79.4750  15.5955    181.00
  79.4917  15.5955    195.00
  79.5083  15.5955    141.00
  79.5250  15.5955    143.00
  79.5417  15.5955    133.00
  79.5583  15.5955    109.00
  79.5750  15.5955     99.00
  79.5917  15.5955     97.00
  79.6083  15.5955     91.00
  79.6250  15.5955     93.00
  79.6417  15.5955     89.00
  79.6583  15.5955     87.00
  79.6750  15.5955     85.00
  79.6917  15.5955     73.00
  79.7083  15.5955     65.00
  79.7250  15.5955     57.00
  79.7417  15.5955     53.00
  79.7583  15.5955     51.00
  79.7750  15.5955     51.00
  79.7917  15.5955     77.00
  79.8083  15.5955     91.00
  79.8250  15.5955     73.00
  79.8417  15.5955     71.00
  79.8583  15.5955     63.00
  79.8750  15.5955     51.00
  79.8917  15.5955     47.00
  79.9083  15.5955     39.00
  79.9250  15.5955     43.00
  79.9417  15.5955     41.00
  79.9583  15.5955     31.00
  79.9750  15.5955     25.00
  79.9917  15.5955     21.00
  80.0083  15.5955     17.00
  78.0083  15.5795    393.00
  78.0250  15.5795    459.00
  78.0417  15.5795    477.00
  78.0583  15.5795    483.00
  78.0750  15.5795    495.00
  78.0917  15.5795    471.00
  78.1083  15.5795    429.00
  78.1250  15.5795    393.00
  78.1417  15.5795    391.00
  78.1583  15.5795    437.00
  78.1750  15.5795    373.00
  78.1917  15.5795    465.00
  78.2083  15.5795    501.00
  78.2250  15.5795    439.00
  78.2417  15.5795    389.00
  78.2583  15.5795    405.00
  78.2750  15.5795    415.00
  78.2917  15.5795    377.00
  78.3083  15.5795    355.00
  78.3250  15.5795    331.00
  78.3417  15.5795    303.00
  78.3583  15.5795    271.00
  78.3750  15.5795    247.00
  78.3917  15.5795    235.00
  78.4083  15.5795    227.00
  78.4250  15.5795    227.00
  78.4417  15.5795    227.00
  78.4583  15.5795    223.00
  78.4750  15.5795    219.00
  78.4917  15.5795    221.00
  78.5083  15.5795    219.00
  78.5250  15.5795    219.00
  78.5417  15.5795    219.00
  78.5583  15.5795    221.00
  78.5750  15.5795    227.00
  78.5917  15.5795    231.00
  78.6083  15.5795    237.00
  78.6250  15.5795    249.00
  78.6417  15.5795    279.00
  78.6583  15.5795    419.00
  78.6750  15.5795    557.00
  78.6917  15.5795    637.00
  78.7083  15.5795    743.00
  78.7250  15.5795    693.00
  78.7417  15.5795    689.00
  78.7583  15.5795    645.00
  78.7750  15.5795    683.00
  78.7917  15.5795    773.00
  78.8083  15.5795    695.00
  78.8250  15.5795    643.00
  78.8417  15.5795    591.00
  78.8583  15.5795    627.00
  78.8750  15.5795    575.00
  78.8917  15.5795    525.00
  78.9083  15.5795    301.00
  78.9250  15.5795    253.00
  78.9417  15.5795    247.00
  78.9583  15.5795    241.00
  78.9750  15.5795    353.00
  78.9917  15.5795    271.00
  79.0083  15.5795    339.00
  79.0250  15.5795    211.00
  79.0417  15.5795    199.00
  79.0583  15.5795    197.00
  79.0750  15.5795    197.00
  79.0917  15.5795    197.00
  79.1083  15.5795    189.00
  79.1250  15.5795    183.00
  79.1417  15.5795    177.00
  79.1583  15.5795    175.00
  79.1750  15.5795    181.00
  79.1917  15.5795    177.00
  79.2083  15.5795    183.00
  79.2250  15.5795    187.00
  79.2417  15.5795    199.00
  79.2583  15.5795    209.00
  79.2750  15.5795    221.00
  79.2917  15.5795    235.00
  79.3083  15.5795    263.00
  79.3250  15.5795    311.00
  79.3417  15.5795    299.00
  79.3583  15.5795    233.00
  79.3750  15.5795    199.00
  79.3917  15.5795    177.00
  79.4083  15.5795    163.00
  79.4250  15.5795    155.00
  79.4417  15.5795    153.00
  79.4583  15.5795    201.00
  79.4750  15.5795    165.00
  79.4917  15.5795    183.00
  79.5083  15.5795    149.00
  79.5250  15.5795    131.00
  79.5417  15.5795    125.00
  79.5583  15.5795    105.00
  79.5750  15.5795    105.00
  79.5917  15.5795    101.00
  79.6083  15.5795     97.00
  79.6250  15.5795     99.00
  79.6417  15.5795     89.00
  79.6583  15.5795     83.00
  79.6750  15.5795     83.00
  79.6917  15.5795     81.00
  79.7083  15.5795     73.00
  79.7250  15.5795     69.00
  79.7417  15.5795     63.00
  79.7583  15.5795     55.00
  79.7750  15.5795     47.00
  79.7917  15.5795     53.00
  79.8083  15.5795     61.00
  79.8250  15.5795     65.00
  79.8417  15.5795     69.00
  79.8583  15.5795     65.00
  79.8750  15.5795     63.00
  79.8917  15.5795     57.00
  79.9083  15.5795     43.00
  79.9250  15.5795     45.00
  79.9417  15.5795     33.00
  79.9583  15.5795     27.00
  79.9750  15.5795     27.00
  79.9917  15.5795     23.00
  80.0083  15.5795     17.00
  78.0083  15.5634    391.00
  78.0250  15.5634    427.00
  78.0417  15.5634    461.00
  78.0583  15.5634    475.00
  78.0750  15.5634    459.00
  78.0917  15.5634    435.00
  78.1083  15.5634    403.00
  78.1250  15.5634    397.00
  78.1417  15.5634    393.00
  78.1583  15.5634    401.00
  78.1750  15.5634    385.00
  78.1917  15.5634    471.00
  78.2083  15.5634    433.00
  78.2250  15.5634    431.00
  78.2417  15.5634    439.00
  78.2583  15.5634    385.00
  78.2750  15.5634    373.00
  78.2917  15.5634    357.00
  78.3083  15.5634    327.00
  78.3250  15.5634    293.00
  78.3417  15.5634    283.00
  78.3583  15.5634    249.00
  78.3750  15.5634    233.00
  78.3917  15.5634    243.00
  78.4083  15.5634    233.00
  78.4250  15.5634    225.00
  78.4417  15.5634    223.00
  78.4583  15.5634    221.00
  78.4750  15.5634    217.00
  78.4917  15.5634    219.00
  78.5083  15.5634    217.00
  78.5250  15.5634    217.00
  78.5417  15.5634    217.00
  78.5583  15.5634    219.00
  78.5750  15.5634    225.00
  78.5917  15.5634    229.00
  78.6083  15.5634    235.00
  78.6250  15.5634    251.00
  78.6417  15.5634    321.00
  78.6583  15.5634    481.00
  78.6750  15.5634    523.00
  78.6917  15.5634    633.00
  78.7083  15.5634    685.00
  78.7250  15.5634    643.00
  78.7417  15.5634    549.00
  78.7583  15.5634    587.00
  78.7750  15.5634    717.00
  78.7917  15.5634    753.00
  78.8083  15.5634    731.00
  78.8250  15.5634    619.00
  78.8417  15.5634    605.00
  78.8583  15.5634    557.00
  78.8750  15.5634    475.00
  78.8917  15.5634    439.00
  78.9083  15.5634    273.00
  78.9250  15.5634    251.00
  78.9417  15.5634    241.00
  78.9583  15.5634    237.00
  78.9750  15.5634    319.00
  78.9917  15.5634    291.00
  79.0083  15.5634    307.00
  79.0250  15.5634    227.00
  79.0417  15.5634    211.00
  79.0583  15.5634    219.00
  79.0750  15.5634    211.00
  79.0917  15.5634    189.00
  79.1083  15.5634    185.00
  79.1250  15.5634    181.00
  79.1417  15.5634    179.00
  79.1583  15.5634    181.00
  79.1750  15.5634    183.00
  79.1917  15.5634    185.00
  79.2083  15.5634    185.00
  79.2250  15.5634    201.00
  79.2417  15.5634    257.00
  79.2583  15.5634    315.00
  79.2750  15.5634    357.00
  79.2917  15.5634    365.00
  79.3083  15.5634    299.00
  79.3250  15.5634    259.00
  79.3417  15.5634    233.00
  79.3583  15.5634    229.00
  79.3750  15.5634    189.00
  79.3917  15.5634    177.00
  79.4083  15.5634    167.00
  79.4250  15.5634    159.00
  79.4417  15.5634    157.00
  79.4583  15.5634    167.00
  79.4750  15.5634    165.00
  79.4917  15.5634    153.00
  79.5083  15.5634    161.00
  79.5250  15.5634    123.00
  79.5417  15.5634    113.00
  79.5583  15.5634    111.00
  79.5750  15.5634    115.00
  79.5917  15.5634    107.00
  79.6083  15.5634    119.00
  79.6250  15.5634    101.00
  79.6417  15.5634     95.00
  79.6583  15.5634     85.00
  79.6750  15.5634     77.00
  79.6917  15.5634     81.00
  79.7083  15.5634     81.00
  79.7250  15.5634     75.00
  79.7417  15.5634     71.00
  79.7583  15.5634     67.00
  79.7750  15.5634     53.00
  79.7917  15.5634     47.00
  79.8083  15.5634     53.00
  79.8250  15.5634     63.00
  79.8417  15.5634     69.00
  79.8583  15.5634     61.00
  79.8750  15.5634     61.00
  79.8917  15.5634     57.00
  79.9083  15.5634     55.00
  79.9250  15.5634     45.00
  79.9417  15.5634     35.00
  79.9583  15.5634     25.00
  79.9750  15.5634     21.00
  79.9917  15.5634     21.00
  80.0083  15.5634     19.00
  78.0083  15.5474    385.00
  78.0250  15.5474    425.00
  78.0417  15.5474    445.00
  78.0583  15.5474    467.00
  78.0750  15.5474    443.00
  78.0917  15.5474    439.00
  78.1083  15.5474    417.00
  78.1250  15.5474    405.00
  78.1417  15.5474    435.00
  78.1583  15.5474    407.00
  78.1750  15.5474    397.00
  78.1917  15.5474    401.00
  78.2083  15.5474    343.00
  78.2250  15.5474    317.00
  78.2417  15.5474    321.00
  78.2583  15.5474    321.00
  78.2750  15.5474    323.00
  78.2917  15.5474    295.00
  78.3083  15.5474    271.00
  78.3250  15.5474    309.00
  78.3417  15.5474    297.00
  78.3583  15.5474    281.00
  78.3750  15.5474    269.00
  78.3917  15.5474    257.00
  78.4083  15.5474    229.00
  78.4250  15.5474    221.00
  78.4417  15.5474    221.00
  78.4583  15.5474    217.00
  78.4750  15.5474    215.00
  78.4917  15.5474    215.00
  78.5083  15.5474    215.00
  78.5250  15.5474    217.00
  78.5417  15.5474    215.00
  78.5583  15.5474    219.00
  78.5750  15.5474    223.00
  78.5917  15.5474    229.00
  78.6083  15.5474    235.00
  78.6250  15.5474    261.00
  78.6417  15.5474    421.00
  78.6583  15.5474    485.00
  78.6750  15.5474    511.00
  78.6917  15.5474    553.00
  78.7083  15.5474    559.00
  78.7250  15.5474    481.00
  78.7417  15.5474    413.00
  78.7583  15.5474    531.00
  78.7750  15.5474    691.00
  78.7917  15.5474    745.00
  78.8083  15.5474    657.00
  78.8250  15.5474    639.00
  78.8417  15.5474    655.00
  78.8583  15.5474    561.00
  78.8750  15.5474    417.00
  78.8917  15.5474    329.00
  78.9083  15.5474    259.00
  78.9250  15.5474    249.00
  78.9417  15.5474    241.00
  78.9583  15.5474    235.00
  78.9750  15.5474    313.00
  78.9917  15.5474    227.00
  79.0083  15.5474    209.00
  79.0250  15.5474    205.00
  79.0417  15.5474    223.00
  79.0583  15.5474    221.00
  79.0750  15.5474    205.00
  79.0917  15.5474    189.00
  79.1083  15.5474    183.00
  79.1250  15.5474    183.00
  79.1417  15.5474    189.00
  79.1583  15.5474    185.00
  79.1750  15.5474    187.00
  79.1917  15.5474    195.00
  79.2083  15.5474    199.00
  79.2250  15.5474    339.00
  79.2417  15.5474    475.00
  79.2583  15.5474    393.00
  79.2750  15.5474    385.00
  79.2917  15.5474    385.00
  79.3083  15.5474    259.00
  79.3250  15.5474    195.00
  79.3417  15.5474    185.00
  79.3583  15.5474    195.00
  79.3750  15.5474    183.00
  79.3917  15.5474    177.00
  79.4083  15.5474    173.00
  79.4250  15.5474    163.00
  79.4417  15.5474    165.00
  79.4583  15.5474    171.00
  79.4750  15.5474    169.00
  79.4917  15.5474    147.00
  79.5083  15.5474    131.00
  79.5250  15.5474    123.00
  79.5417  15.5474    121.00
  79.5583  15.5474    139.00
  79.5750  15.5474    145.00
  79.5917  15.5474    127.00
  79.6083  15.5474    125.00
  79.6250  15.5474     99.00
  79.6417  15.5474     91.00
  79.6583  15.5474     85.00
  79.6750  15.5474     75.00
  79.6917  15.5474     71.00
  79.7083  15.5474     75.00
  79.7250  15.5474     67.00
  79.7417  15.5474     63.00
  79.7583  15.5474     63.00
  79.7750  15.5474     55.00
  79.7917  15.5474     45.00
  79.8083  15.5474     49.00
  79.8250  15.5474     61.00
  79.8417  15.5474     57.00
  79.8583  15.5474     59.00
  79.8750  15.5474     55.00
  79.8917  15.5474     49.00
  79.9083  15.5474     51.00
  79.9250  15.5474     37.00
  79.9417  15.5474     31.00
  79.9583  15.5474     29.00
  79.9750  15.5474     25.00
  79.9917  15.5474     19.00
  80.0083  15.5474     17.00
  78.0083  15.5313    379.00
  78.0250  15.5313    403.00
  78.0417  15.5313    461.00
  78.0583  15.5313    465.00
  78.0750  15.5313    459.00
  78.0917  15.5313    457.00
  78.1083  15.5313    433.00
  78.1250  15.5313    419.00
  78.1417  15.5313    453.00
  78.1583  15.5313    445.00
  78.1750  15.5313    447.00
  78.1917  15.5313    407.00
  78.2083  15.5313    345.00
  78.2250  15.5313    343.00
  78.2417  15.5313    415.00
  78.2583  15.5313    391.00
  78.2750  15.5313    341.00
  78.2917  15.5313    303.00
  78.3083  15.5313    267.00
  78.3250  15.5313    255.00
  78.3417  15.5313    249.00
  78.3583  15.5313    237.00
  78.3750  15.5313    225.00
  78.3917  15.5313    217.00
  78.4083  15.5313    217.00
  78.4250  15.5313    219.00
  78.4417  15.5313    217.00
  78.4583  15.5313    215.00
  78.4750  15.5313    213.00
  78.4917  15.5313    211.00
  78.5083  15.5313    213.00
  78.5250  15.5313    213.00
  78.5417  15.5313    215.00
  78.5583  15.5313    219.00
  78.5750  15.5313    223.00
  78.5917  15.5313    229.00
  78.6083  15.5313    237.00
  78.6250  15.5313    285.00
  78.6417  15.5313    415.00
  78.6583  15.5313    441.00
  78.6750  15.5313    467.00
  78.6917  15.5313    483.00
  78.7083  15.5313    437.00
  78.7250  15.5313    425.00
  78.7417  15.5313    391.00
  78.7583  15.5313    503.00
  78.7750  15.5313    689.00
  78.7917  15.5313    675.00
  78.8083  15.5313    585.00
  78.8250  15.5313    629.00
  78.8417  15.5313    607.00
  78.8583  15.5313    563.00
  78.8750  15.5313    373.00
  78.8917  15.5313    273.00
  78.9083  15.5313    255.00
  78.9250  15.5313    243.00
  78.9417  15.5313    235.00
  78.9583  15.5313    233.00
  78.9750  15.5313    259.00
  78.9917  15.5313    215.00
  79.0083  15.5313    213.00
  79.0250  15.5313    245.00
  79.0417  15.5313    357.00
  79.0583  15.5313    235.00
  79.0750  15.5313    199.00
  79.0917  15.5313    199.00
  79.1083  15.5313    187.00
  79.1250  15.5313    189.00
  79.1417  15.5313    191.00
  79.1583  15.5313    191.00
  79.1750  15.5313    195.00
  79.1917  15.5313    205.00
  79.2083  15.5313    269.00
  79.2250  15.5313    517.00
  79.2417  15.5313    329.00
  79.2583  15.5313    227.00
  79.2750  15.5313    209.00
  79.2917  15.5313    233.00
  79.3083  15.5313    199.00
  79.3250  15.5313    175.00
  79.3417  15.5313    173.00
  79.3583  15.5313    173.00
  79.3750  15.5313    181.00
  79.3917  15.5313    171.00
  79.4083  15.5313    159.00
  79.4250  15.5313    159.00
  79.4417  15.5313    183.00
  79.4583  15.5313    175.00
  79.4750  15.5313    187.00
  79.4917  15.5313    151.00
  79.5083  15.5313    137.00
  79.5250  15.5313    133.00
  79.5417  15.5313    131.00
  79.5583  15.5313    143.00
  79.5750  15.5313    233.00
  79.5917  15.5313    239.00
  79.6083  15.5313    159.00
  79.6250  15.5313     99.00
  79.6417  15.5313     91.00
  79.6583  15.5313     87.00
  79.6750  15.5313     77.00
  79.6917  15.5313     67.00
  79.7083  15.5313     63.00
  79.7250  15.5313     57.00
  79.7417  15.5313     55.00
  79.7583  15.5313     53.00
  79.7750  15.5313     55.00
  79.7917  15.5313     41.00
  79.8083  15.5313     47.00
  79.8250  15.5313     59.00
  79.8417  15.5313     59.00
  79.8583  15.5313     47.00
  79.8750  15.5313     51.00
  79.8917  15.5313     45.00
  79.9083  15.5313     51.00
  79.9250  15.5313     47.00
  79.9417  15.5313     37.00
  79.9583  15.5313     37.00
  79.9750  15.5313     29.00
  79.9917  15.5313     23.00
  80.0083  15.5313     23.00
  78.0083  15.5153    395.00
  78.0250  15.5153    473.00
  78.0417  15.5153    505.00
  78.0583  15.5153    477.00
  78.0750  15.5153    463.00
  78.0917  15.5153    455.00
  78.1083  15.5153    443.00
  78.1250  15.5153    429.00
  78.1417  15.5153    455.00
  78.1583  15.5153    451.00
  78.1750  15.5153    429.00
  78.1917  15.5153    407.00
  78.2083  15.5153    373.00
  78.2250  15.5153    411.00
  78.2417  15.5153    391.00
  78.2583  15.5153    369.00
  78.2750  15.5153    345.00
  78.2917  15.5153    305.00
  78.3083  15.5153    251.00
  78.3250  15.5153    235.00
  78.3417  15.5153    233.00
  78.3583  15.5153    227.00
  78.3750  15.5153    219.00
  78.3917  15.5153    215.00
  78.4083  15.5153    215.00
  78.4250  15.5153    215.00
  78.4417  15.5153    215.00
  78.4583  15.5153    213.00
  78.4750  15.5153    211.00
  78.4917  15.5153    211.00
  78.5083  15.5153    211.00
  78.5250  15.5153    215.00
  78.5417  15.5153    217.00
  78.5583  15.5153    221.00
  78.5750  15.5153    225.00
  78.5917  15.5153    231.00
  78.6083  15.5153    241.00
  78.6250  15.5153    375.00
  78.6417  15.5153    383.00
  78.6583  15.5153    455.00
  78.6750  15.5153    407.00
  78.6917  15.5153    403.00
  78.7083  15.5153    337.00
  78.7250  15.5153    355.00
  78.7417  15.5153    407.00
  78.7583  15.5153    503.00
  78.7750  15.5153    695.00
  78.7917  15.5153    635.00
  78.8083  15.5153    537.00
  78.8250  15.5153    577.00
  78.8417  15.5153    583.00
  78.8583  15.5153    549.00
  78.8750  15.5153    359.00
  78.8917  15.5153    271.00
  78.9083  15.5153    267.00
  78.9250  15.5153    245.00
  78.9417  15.5153    235.00
  78.9583  15.5153    235.00
  78.9750  15.5153    223.00
  78.9917  15.5153    217.00
  79.0083  15.5153    263.00
  79.0250  15.5153    391.00
  79.0417  15.5153    505.00
  79.0583  15.5153    237.00
  79.0750  15.5153    253.00
  79.0917  15.5153    199.00
  79.1083  15.5153    195.00
  79.1250  15.5153    199.00
  79.1417  15.5153    195.00
  79.1583  15.5153    203.00
  79.1750  15.5153    211.00
  79.1917  15.5153    225.00
  79.2083  15.5153    399.00
  79.2250  15.5153    405.00
  79.2417  15.5153    213.00
  79.2583  15.5153    181.00
  79.2750  15.5153    175.00
  79.2917  15.5153    173.00
  79.3083  15.5153    171.00
  79.3250  15.5153    165.00
  79.3417  15.5153    163.00
  79.3583  15.5153    165.00
  79.3750  15.5153    173.00
  79.3917  15.5153    157.00
  79.4083  15.5153    151.00
  79.4250  15.5153    163.00
  79.4417  15.5153    193.00
  79.4583  15.5153    159.00
  79.4750  15.5153    161.00
  79.4917  15.5153    147.00
  79.5083  15.5153    139.00
  79.5250  15.5153    131.00
  79.5417  15.5153    129.00
  79.5583  15.5153    151.00
  79.5750  15.5153    383.00
